action,event_pk,rn,date,work_area,organization,project,survey,sampling_bout,site_id,source,project_specific_id,hakai_id,line_out_depth,pressure_transducer_depth,collected,preserved,analyzed,acidified,volume,lab_technician,filter_portion,pre_weight_mg,post_weight_mg,filter_size_mm,filter_type,extraction_duration,extraction_method,initial_extraction_volume,volume_filtered_ml,final_extraction_volume,tac_peak,_19_but,_19_hex,alpha_carotene,alloxanthin,antheraxanthin,beta_carotene,c2mgdg,chl_a,chl_b,chl_c1,chl_c1_c2,chl_c2,chl_c3,chl_ide_a,chla_allomer,chla_prime,diadinoxanthin,diatoxanthin,dv_chl_a,fuco,gyroxanthin_diester,lutein,me_chlide,mgdvp,neoxanthin,peri,phbide,phphyt,prasinoxanthin,violaxanthin,zeaxanthin,total_chl_a,all_chl_a,all_chl_a_flag,analyzing_lab,row_flag,quality_level,comments,quality_log
,17707297,1,2021-06-25,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8926,0,0.8283313,2021-06-25T09:51:00.000Z,2021-06-25T11:09:00.000Z,,,1000,alex.hare,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Qced metadta by RO
,17707297,1,2021-06-25,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8927,5,5.4797934,2021-06-25T09:51:00.000Z,2021-06-25T11:09:00.000Z,,,1000,alex.hare,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Qced metadta by RO
,17707297,1,2021-06-25,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8928,10,10.2277964,2021-06-25T09:51:00.000Z,2021-06-25T11:09:00.000Z,,,1000,alex.hare,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Qced metadta by RO
,16426298,1,2021-06-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8929,0,,2021-06-28T09:26:00.000Z,2021-06-28T13:14:00.000Z,,,900,carolyn.prentice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Correct vol2: Event Metadata QCd by ZS
,16426298,1,2021-06-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8930,5,5.6837751,2021-06-28T09:26:00.000Z,2021-06-28T13:14:00.000Z,,,850,carolyn.prentice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Event Metadata QCd by ZS2: Label on sample has wrong  volume; 850mL is correct
,16426298,1,2021-06-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8931,10,10.4148583,2021-06-28T09:26:00.000Z,2021-06-28T13:14:00.000Z,,,860,carolyn.prentice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,1: Correct vol2: Event Metadata QCd by ZS
,16427137,1,2021-07-04,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,,CX8299,5,6.1774567,2021-07-04T13:43:00.000Z,2021-07-04T16:09:00.000Z,,,1000,chris.mackenzie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: extra nutreint ID is for 3x UofA samples at 0m. No zooplankton - hauler failed. Event metadata QCd by CM2: hplc qcd by cm
,16426904,1,2021-07-05,CALVERT,HAKAI,OCEANOGRAPHY,RVRS,1,DFO2,M,,CX8298,5,5.8619356,2021-07-05T11:26:00.000Z,2021-07-05T15:51:00.000Z,,,1000,chris.mackenzie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: hplc qcd by cm2: Sampling Event QC'd by CO
,16427181,1,2021-07-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8932,0,,2021-07-06T09:53:00.000Z,2021-07-06T13:00:00.000Z,,,1000,faye.manning;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: Sample metadata QCd by EJ
,16427181,1,2021-07-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8933,5,5.5453707,2021-07-06T09:53:00.000Z,2021-07-06T13:00:00.000Z,,,1000,faye.manning;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: Sample metadata QCd by EJ
,16427181,1,2021-07-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8934,10,10.4231683,2021-07-06T09:53:00.000Z,2021-07-06T13:00:00.000Z,,,970,faye.manning;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: Sample metadata QCd by EJ3: Volume correct
,16427181,1,2021-07-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8935,20,19.890378,2021-07-06T09:53:00.000Z,2021-07-06T13:00:00.000Z,,,1000,faye.manning;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: Sample metadata QCd by EJ
,16427181,1,2021-07-06,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8936,30,29.6344779,2021-07-06T09:53:00.000Z,2021-07-06T13:00:00.000Z,,,950,faye.manning;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: Sample metadata QCd by EJ3: Volume correct
,17707324,1,2021-07-13,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8942,0,,2021-07-13T09:48:00.000Z,2021-07-13T13:00:00.000Z,,,1000,eva.jordison;jonathan.bergshoeff;zoe.sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by JB2: Sample metadata QCd by EJ
,17707324,1,2021-07-13,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8943,5,5.420672,2021-07-13T09:48:00.000Z,2021-07-13T13:00:00.000Z,,,1000,eva.jordison;jonathan.bergshoeff;zoe.sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by JB2: Sample metadata QCd by EJ
,17707324,1,2021-07-13,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8944,10,10.0855248,2021-07-13T09:48:00.000Z,2021-07-13T13:00:00.000Z,,,1000,eva.jordison;jonathan.bergshoeff;zoe.sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by JB2: Sample metadata QCd by EJ
,17706614,1,2021-07-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,,QX8937,0,,2021-07-20T10:23:00.000Z,2021-07-20T10:55:00.000Z,,,1000,rosie.savage;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: Sample metadata QCd by EJ
,17706612,1,2021-07-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8938,5,5.0141227,2021-07-20T09:56:00.000Z,2021-07-20T10:59:00.000Z,,,1000,rosie.savage;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: Sample metadata QCd by EJ
,17706612,1,2021-07-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8939,10,10.101992,2021-07-20T09:56:00.000Z,2021-07-20T10:59:00.000Z,,,1000,rosie.savage;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: Sample metadata QCd by EJ
,17706612,1,2021-07-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8940,20,19.8141429,2021-07-20T09:56:00.000Z,2021-07-20T10:59:00.000Z,,,1000,rosie.savage;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: Sample metadata QCd by EJ
,17706612,1,2021-07-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8941,30,28.3100072,2021-07-20T09:56:00.000Z,2021-07-20T10:59:00.000Z,,,1000,rosie.savage;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: Sample metadata QCd by EJ
,17707309,1,2021-07-22,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8945,0,,2021-07-22T10:08:00.000Z,2021-07-22T13:11:00.000Z,,,1000,alex.hare;jonathan.bergshoeff;meagan.abele;rosie.savage;zoe.sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by ZS2: Sample metadata QCd by EJ
,17707309,1,2021-07-22,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8946,5,5.7142624,2021-07-22T10:08:00.000Z,2021-07-22T13:11:00.000Z,,,1000,alex.hare;jonathan.bergshoeff;meagan.abele;rosie.savage;zoe.sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by ZS2: Sample metadata QCd by EJ
,17707309,1,2021-07-22,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8947,10,10.0003388,2021-07-22T10:08:00.000Z,2021-07-22T13:11:00.000Z,,,1000,alex.hare;jonathan.bergshoeff;meagan.abele;rosie.savage;zoe.sandwith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by ZS2: Sample metadata QCd by EJ
,17707448,1,2021-07-27,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8948,0,,2021-07-27T09:32:00.000Z,2021-07-27T13:00:00.000Z,,,1000,jonathan.bergshoeff;meagan.abele;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by JB2: Sample metadata QCd by EJ
,17707448,1,2021-07-27,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8949,5,5.9096015,2021-07-27T09:32:00.000Z,2021-07-27T13:00:00.000Z,,,1000,jonathan.bergshoeff;meagan.abele;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by JB2: Sample metadata QCd by EJ
,17707448,1,2021-07-27,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8950,10,10.5722301,2021-07-27T09:32:00.000Z,2021-07-27T13:00:00.000Z,,,1000,jonathan.bergshoeff;meagan.abele;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by JB2: Sample metadata QCd by EJ
,17708169,1,2021-08-03,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8951,0,,2021-08-03T10:12:00.000Z,2021-08-03T10:20:00.000Z,,,1000,carrie.weekes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by MA2: HPLC Metadata QCd by FM
,17708169,1,2021-08-03,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8952,5,5.1983648,2021-08-03T10:12:00.000Z,2021-08-03T10:20:00.000Z,,,1000,carrie.weekes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by MA2: HPLC Metadata QCd by FM
,17708169,1,2021-08-03,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8953,10,10.0179669,2021-08-03T10:12:00.000Z,2021-08-03T10:20:00.000Z,,,1000,carrie.weekes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by MA2: HPLC Metadata QCd by FM
,17708169,1,2021-08-03,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8954,20,20.5370562,2021-08-03T10:12:00.000Z,2021-08-03T10:20:00.000Z,,,1000,carrie.weekes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by MA2: HPLC Metadata QCd by FM
,17708169,1,2021-08-03,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8955,30,28.6635025,2021-08-03T10:12:00.000Z,2021-08-03T10:20:00.000Z,,,1000,carrie.weekes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by MA2: HPLC Metadata QCd by FM
,17708172,1,2021-08-05,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,,CX8400,5,5.9279422,2021-08-05T10:50:00.000Z,2021-08-05T11:24:00.000Z,,,1000,chris.mackenzie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: Sample metadata QCd by EJ
,17708602,1,2021-08-09,CALVERT,HAKAI,OCEANOGRAPHY,RVRS,1,DFO2,M,,CX8401,5,7.0033498,2021-08-09T10:27:00.000Z,2021-08-09T14:15:00.000Z,,,1000,chris.mackenzie;eva.jordison,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: Sample metadata QCd by EJ
,17709040,1,2021-08-10,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8956,0,,2021-08-10T09:24:00.000Z,2021-08-10T13:25:00.000Z,,,1000,meagan.abele,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC Metadata QCd by FM
,17709040,1,2021-08-10,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8957,5,5.9265845,2021-08-10T09:24:00.000Z,2021-08-10T13:25:00.000Z,,,1000,meagan.abele,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC Metadata QCd by FM
,17709040,1,2021-08-10,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8958,10,11.1184567,2021-08-10T09:24:00.000Z,2021-08-10T13:25:00.000Z,,,1000,meagan.abele,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC Metadata QCd by FM
,17709739,1,2021-08-17,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8959,0,,2021-08-17T09:49:00.000Z,2021-08-17T11:26:00.000Z,,,1000,eva.jordison;isabelle.desmarais;jonathan.bergshoeff;katie.pocock;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event qc'd by RO2: HPLC Metadata QCd by FM
,17709739,1,2021-08-17,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8960,5,,2021-08-17T09:49:00.000Z,2021-08-17T11:26:00.000Z,,,1000,eva.jordison;isabelle.desmarais;jonathan.bergshoeff;katie.pocock;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event qc'd by RO2: HPLC Metadata QCd by FM
,17709739,1,2021-08-17,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8962,10,10.8898832,2021-08-17T09:49:00.000Z,2021-08-17T11:26:00.000Z,,,1000,eva.jordison;isabelle.desmarais;jonathan.bergshoeff;katie.pocock;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event qc'd by RO2: HPLC Metadata QCd by FM
,17709739,1,2021-08-17,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8961,20,20.3023691,2021-08-17T09:49:00.000Z,2021-08-17T11:26:00.000Z,,,1000,eva.jordison;isabelle.desmarais;jonathan.bergshoeff;katie.pocock;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event qc'd by RO2: HPLC Metadata QCd by FM
,17709739,1,2021-08-17,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8963,30,28.2400826,2021-08-17T09:49:00.000Z,2021-08-17T11:26:00.000Z,,,1000,eva.jordison;isabelle.desmarais;jonathan.bergshoeff;katie.pocock;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event qc'd by RO2: HPLC Metadata QCd by FM
,17710079,1,2021-08-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8964,0,0.7729957,2021-08-24T09:41:00.000Z,2021-08-24T01:30:00.000Z,,,1000,faye.manning;katie.pocock;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event QC'd by RO2: HPLC Metadata QCd by FM
,17710079,1,2021-08-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8965,5,5.9182527,2021-08-24T09:41:00.000Z,2021-08-24T01:30:00.000Z,,,1000,faye.manning;katie.pocock;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event QC'd by RO2: HPLC Metadata QCd by FM
,17710079,1,2021-08-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8966,10,10.4639105,2021-08-24T09:41:00.000Z,2021-08-24T01:30:00.000Z,,,1000,faye.manning;katie.pocock;rumer.opie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event QC'd by RO2: HPLC Metadata QCd by FM
,17710241,1,2021-08-26,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8968,0,0.6203496,2021-08-26T10:06:00.000Z,2021-08-26T11:00:00.000Z,,,1000,carolyn.prentice;faye.manning,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: HPLC Metadata QCd by FM
,17710241,1,2021-08-26,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8967,5,5.6929607,2021-08-26T10:06:00.000Z,2021-08-26T11:00:00.000Z,,,1000,carolyn.prentice;faye.manning,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: HPLC Metadata QCd by FM
,17710241,1,2021-08-26,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8969,10,10.0188235,2021-08-26T10:06:00.000Z,2021-08-26T11:00:00.000Z,,,1000,carolyn.prentice;faye.manning,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: HPLC Metadata QCd by FM
,18993517,1,2021-09-02,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8970,0,,2021-09-02T10:20:00.000Z,2021-09-02T10:30:00.000Z,,,1000,zoe.sandwith;rosie.savage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: HPLC Metadata QCd by FM
,18993517,1,2021-09-02,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8971,5,10.1867811,2021-09-02T10:20:00.000Z,2021-09-02T10:30:00.000Z,,,1000,zoe.sandwith;rosie.savage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: HPLC Metadata QCd by FM3: Solo depth for 5 m samples is 10.2 m
,18993517,1,2021-09-02,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8972,10,14.3772761,2021-09-02T10:20:00.000Z,2021-09-02T10:30:00.000Z,,,1000,zoe.sandwith;rosie.savage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: HPLC Metadata QCd by FM3: Solo depth for 10 m samples is 14.2 m
,18993517,1,2021-09-02,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8973,20,24.0662668,2021-09-02T10:20:00.000Z,2021-09-02T10:30:00.000Z,,,1000,zoe.sandwith;rosie.savage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: HPLC Metadata QCd by FM
,18993517,1,2021-09-02,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8974,30,32.7220493,2021-09-02T10:20:00.000Z,2021-09-02T10:30:00.000Z,,,1000,zoe.sandwith;rosie.savage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: HPLC Metadata QCd by FM
,18992856,1,2021-09-02,CALVERT,HAKAI,OCEANOGRAPHY,RVRS,3,DFO2,M,,CX8402,5,19.4621031,2021-09-02T12:31:00.000Z,2021-09-02T17:03:00.000Z,,,1000,chris.mackenzie;isabelle.desmarais;Sejal Pramlall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,
,18992837,1,2021-09-05,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,2,KC10,M,,CX8403,5,,2021-09-05T09:16:00.000Z,2021-09-05T11:29:00.000Z,,,1000,chris.mackenzie;isabelle.desmarais;Sejal Pramlall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw,,
,18994896,1,2021-09-08,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8975,0,,2021-09-08T09:17:00.000Z,2021-09-08T12:30:00.000Z,,,1000,natalie.mahara;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: HPLC Metadata QCd by FM
,18994896,1,2021-09-08,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8976,5,6.3631266,2021-09-08T09:17:00.000Z,2021-09-08T12:30:00.000Z,,,940,natalie.mahara;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: HPLC Metadata QCd by FM
,18994896,1,2021-09-08,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8977,10,10.6829061,2021-09-08T09:17:00.000Z,2021-09-08T12:30:00.000Z,,,1000,natalie.mahara;jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by JB2: HPLC Metadata QCd by FM
,18994337,1,2021-09-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8978,0,,2021-09-21T09:53:00.000Z,2021-09-21T10:50:00.000Z,,,1000,zoe.sandwith;rosie.savage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC Metadata QCd by FM
,18994337,1,2021-09-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8979,5,5.1112986,2021-09-21T09:53:00.000Z,2021-09-21T10:50:00.000Z,,,1000,zoe.sandwith;rosie.savage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC Metadata QCd by FM
,18994337,1,2021-09-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8980,10,10.7930564,2021-09-21T09:53:00.000Z,2021-09-21T10:50:00.000Z,,,1000,zoe.sandwith;rosie.savage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC Metadata QCd by FM
,18994337,1,2021-09-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8981,20,20.3073847,2021-09-21T09:53:00.000Z,2021-09-21T10:50:00.000Z,,,1000,zoe.sandwith;rosie.savage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC Metadata QCd by FM
,18994337,1,2021-09-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8982,30,28.5111059,2021-09-21T09:53:00.000Z,2021-09-21T10:50:00.000Z,,,1000,zoe.sandwith;rosie.savage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC Metadata QCd by FM
,18994320,1,2021-09-23,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,M,,QX8983,0,,2021-09-23T09:53:00.000Z,2021-09-23T13:07:00.000Z,,,1000,jonathan.bergshoeff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QCd by EJ2: HPLC Metadata QCd by FM
